metric_name	type	labels	help	buckets	file
stream_agg_distinct_cached_entry_count	gauge	table_id,actor_id,fragment_id	Total entry counts in distinct aggregation executor cache		src/stream/src/executor/monitor/streaming_stats.rs
stream_agg_distinct_total_cache_count	counter	table_id,actor_id,fragment_id	Aggregation executor distinct total operation		src/stream/src/executor/monitor/streaming_stats.rs
stream_agg_lookup_miss_count	counter	table_id,actor_id,fragment_id	Aggregation executor lookup miss duration		src/stream/src/executor/monitor/streaming_stats.rs
stream_agg_lookup_total_count	counter	table_id,actor_id,fragment_id	Aggregation executor lookup total operation		src/stream/src/executor/monitor/streaming_stats.rs
stream_agg_state_cache_lookup_count	counter	table_id,actor_id,fragment_id	Aggregation executor state cache lookup count		src/stream/src/executor/monitor/streaming_stats.rs
stream_agg_state_cache_miss_count	counter	table_id,actor_id,fragment_id	Aggregation executor state cache miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_backfill_snapshot_read_row_count	counter	table_id,actor_id	Total number of rows that have been read from the backfill snapshot		src/stream/src/executor/monitor/streaming_stats.rs
stream_backfill_upstream_output_row_count	counter	table_id,actor_id	Total number of rows that have been output from the backfill upstream		src/stream/src/executor/monitor/streaming_stats.rs
stream_barrier_align_duration_ns	counter	actor_id,fragment_id,wait_side,executor	Duration of join align barrier		src/stream/src/executor/monitor/streaming_stats.rs
stream_barrier_batch_size	histogram		barrier_batch_size		src/stream/src/executor/monitor/streaming_stats.rs
stream_barrier_inflight_duration_seconds	histogram		barrier_inflight_latency		src/stream/src/executor/monitor/streaming_stats.rs
stream_barrier_manager_progress	counter		The number of actors that have processed the earliest in-flight barriers		src/stream/src/executor/monitor/streaming_stats.rs
stream_barrier_sync_storage_duration_seconds	histogram		barrier_sync_latency		src/stream/src/executor/monitor/streaming_stats.rs
stream_cdc_backfill_snapshot_read_row_count	counter	table_id,actor_id	Total number of rows that have been read from the cdc_backfill snapshot		src/stream/src/executor/monitor/streaming_stats.rs
stream_cdc_backfill_upstream_output_row_count	counter	table_id,actor_id	Total number of rows that have been output from the cdc_backfill upstream		src/stream/src/executor/monitor/streaming_stats.rs
stream_exchange_frag_recv_size	counter	up_fragment_id,down_fragment_id	Total size of messages that have been received from upstream Fragment		src/stream/src/executor/monitor/streaming_stats.rs
stream_executor_row_count	counter	actor_id,fragment_id,executor_identity	Total number of rows that have been output from each executor		src/stream/src/executor/monitor/streaming_stats.rs
stream_fragment_channel_buffered_bytes	gauge	fragment_id	Estimated buffered bytes for actor channels by fragment		src/stream/src/executor/monitor/streaming_stats.rs
stream_group_top_n_appendonly_cache_miss_count	counter	table_id,actor_id,fragment_id	Group top n appendonly executor cache miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_group_top_n_appendonly_cached_entry_count	gauge	table_id,actor_id,fragment_id	Total entry counts in group top n appendonly executor cache		src/stream/src/executor/monitor/streaming_stats.rs
stream_group_top_n_appendonly_total_query_cache_count	counter	table_id,actor_id,fragment_id	Group top n appendonly executor total cache count		src/stream/src/executor/monitor/streaming_stats.rs
stream_group_top_n_cache_miss_count	counter	table_id,actor_id,fragment_id	Group top n executor cache miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_group_top_n_cached_entry_count	gauge	table_id,actor_id,fragment_id	Total entry counts in group top n executor cache		src/stream/src/executor/monitor/streaming_stats.rs
stream_group_top_n_total_query_cache_count	counter	table_id,actor_id,fragment_id	Group top n executor query cache total count		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_actor_input_waiting_duration_ns	counter	actor_id,fragment_id	Total waiting duration (ns) of input buffer of join actor		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_cached_entry_count	gauge	actor_id,fragment_id,side	Number of cached entries in streaming join operators		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_insert_cache_miss_count	counter	side,join_table_id,actor_id,fragment_id	Join executor cache miss when insert operation		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_lookup_miss_count	counter	side,join_table_id,actor_id,fragment_id	Join executor lookup miss duration		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_lookup_total_count	counter	side,join_table_id,actor_id,fragment_id	Join executor lookup total operation		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_match_duration_ns	counter	actor_id,fragment_id,side	Matching duration for each side		src/stream/src/executor/monitor/streaming_stats.rs
stream_join_matched_join_keys	histogram	actor_id,fragment_id,table_id	The number of keys matched in the opposite side		src/stream/src/executor/monitor/streaming_stats.rs
stream_lookup_cache_miss_count	counter	table_id,actor_id,fragment_id	Lookup executor cache miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_lookup_cached_entry_count	gauge	table_id,actor_id,fragment_id	Total entry counts in lookup executor cache		src/stream/src/executor/monitor/streaming_stats.rs
stream_lookup_total_query_cache_count	counter	table_id,actor_id,fragment_id	Lookup executor query cache total count		src/stream/src/executor/monitor/streaming_stats.rs
stream_materialize_cache_hit_count	counter	actor_id,table_id,fragment_id	Materialize executor cache hit count		src/stream/src/executor/monitor/streaming_stats.rs
stream_materialize_cache_total_count	counter	actor_id,table_id,fragment_id	Materialize executor cache total operation		src/stream/src/executor/monitor/streaming_stats.rs
stream_materialize_data_exist_count	counter	actor_id,table_id,fragment_id	Materialize executor data exist count		src/stream/src/executor/monitor/streaming_stats.rs
stream_memory_usage	gauge	actor_id,table_id,desc	Memory usage for stream executors		src/stream/src/executor/monitor/streaming_stats.rs
stream_merge_barrier_align_duration_ns	counter	actor_id,fragment_id	Total merge barrier alignment duration (ns)		src/stream/src/executor/monitor/streaming_stats.rs
stream_mview_current_epoch	gauge	actor_id,table_id,fragment_id	The current epoch of the materialized executor		src/stream/src/executor/monitor/streaming_stats.rs
stream_mview_input_row_count	counter	actor_id,table_id,fragment_id	Total number of rows streamed into materialize executors		src/stream/src/executor/monitor/streaming_stats.rs
stream_mysql_cdc_state_binlog_file_seq	gauge	source_id	Current binlog file sequence number stored in MySQL CDC state table		src/stream/src/executor/monitor/streaming_stats.rs
stream_mysql_cdc_state_binlog_position	gauge	source_id	Current binlog position stored in MySQL CDC state table		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_accessed_entry_count	counter	table_id,actor_id,fragment_id	Over window accessed entry count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_cache_lookup_count	counter	table_id,actor_id,fragment_id	Over window executor cache lookup count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_cache_miss_count	counter	table_id,actor_id,fragment_id	Over window executor cache miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_cached_entry_count	gauge	table_id,actor_id,fragment_id	Total entry (partition) count in over window executor cache		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_compute_count	counter	table_id,actor_id,fragment_id	Over window compute count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_range_cache_entry_count	gauge	table_id,actor_id,fragment_id	Over window partition range cache entry count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_range_cache_left_miss_count	counter	table_id,actor_id,fragment_id	Over window partition range cache left miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_range_cache_lookup_count	counter	table_id,actor_id,fragment_id	Over window partition range cache lookup count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_range_cache_right_miss_count	counter	table_id,actor_id,fragment_id	Over window partition range cache right miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_over_window_same_output_count	counter	table_id,actor_id,fragment_id	Over window same output count		src/stream/src/executor/monitor/streaming_stats.rs
stream_pg_cdc_jni_commit_offset_lsn	gauge	source_id	LSN value when JNI commit offset is called for PostgreSQL CDC		src/stream/src/executor/monitor/streaming_stats.rs
stream_pg_cdc_state_table_lsn	gauge	source_id	Current LSN value stored in PostgreSQL CDC state table		src/stream/src/executor/monitor/streaming_stats.rs
stream_sink_chunk_buffer_size	gauge	sink_id,actor_id,fragment_id	Total size of chunks buffered in a barrier		src/stream/src/executor/monitor/streaming_stats.rs
stream_sink_input_bytes	counter	sink_id,actor_id,fragment_id	Total size of chunks streamed into sink executors		src/stream/src/executor/monitor/streaming_stats.rs
stream_sink_input_row_count	counter	sink_id,actor_id,fragment_id	Total number of rows streamed into sink executors		src/stream/src/executor/monitor/streaming_stats.rs
stream_snapshot_backfill_consume_snapshot_row_count	counter	table_id,actor_id,stage	Total number of rows that have been output from snapshot backfill		src/stream/src/executor/monitor/streaming_stats.rs
stream_source_backfill_rows_counts	counter	source_id,source_name,actor_id,fragment_id	Total number of rows that have been backfilled for source		src/stream/src/executor/monitor/streaming_stats.rs
stream_source_output_rows_counts	counter	source_id,source_name,actor_id,fragment_id	Total number of rows that have been output from source		src/stream/src/executor/monitor/streaming_stats.rs
stream_source_split_change_event_count	counter	source_id,source_name,actor_id,fragment_id	Total number of split change events that have been operated by source		src/stream/src/executor/monitor/streaming_stats.rs
stream_sqlserver_cdc_jni_commit_offset_lsn	gauge	source_id	LSN value when JNI commit offset is called for SQL Server CDC		src/stream/src/executor/monitor/streaming_stats.rs
stream_sqlserver_cdc_state_change_lsn	gauge	source_id	Current change_lsn value stored in SQL Server CDC state table		src/stream/src/executor/monitor/streaming_stats.rs
stream_sqlserver_cdc_state_commit_lsn	gauge	source_id	Current commit_lsn value stored in SQL Server CDC state table		src/stream/src/executor/monitor/streaming_stats.rs
stream_temporal_join_cache_miss_count	counter	table_id,actor_id,fragment_id	Temporal join executor cache miss count		src/stream/src/executor/monitor/streaming_stats.rs
stream_temporal_join_cached_entry_count	gauge	table_id,actor_id,fragment_id	Total entry count in temporal join executor cache		src/stream/src/executor/monitor/streaming_stats.rs
stream_temporal_join_total_query_cache_count	counter	table_id,actor_id,fragment_id	Temporal join executor query cache total count		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_buffer_memory_bytes	gauge	actor_id,target,fragment_id,relation	Estimated heap bytes used by synced kv log store buffer (unconsumed + consumed but not truncated)		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_buffer_unconsumed_epoch_count	gauge	actor_id,target,fragment_id,relation	Number of Unconsumed Epoch in buffer		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_buffer_unconsumed_item_count	gauge	actor_id,target,fragment_id,relation	Number of Unconsumed Item in buffer		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_buffer_unconsumed_min_epoch	gauge	actor_id,target,fragment_id,relation	Number of Unconsumed Epoch in buffer		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_buffer_unconsumed_row_count	gauge	actor_id,target,fragment_id,relation	Number of Unconsumed Row in buffer		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_read_count	counter	type,actor_id,target,fragment_id,relation	read row count throughput of sync_kv log store		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_read_size	counter	type,actor_id,target,fragment_id,relation	read size throughput of sync_kv log store		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_state	counter	state,actor_id,target,fragment_id,relation	clean/unclean state transition for sync_kv log store		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_storage_write_count	counter	actor_id,target,fragment_id,relation	Write row count throughput of sync_kv log store		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_storage_write_size	counter	actor_id,target,fragment_id,relation	Write size throughput of sync_kv log store		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_wait_next_poll_ns	counter	actor_id,target,fragment_id,relation	Total duration (ns) of waiting for next poll		src/stream/src/executor/monitor/streaming_stats.rs
sync_kv_log_store_write_pause_duration_ns	counter	actor_id,target,fragment_id,relation	Duration (ns) of sync_kv log store write pause		src/stream/src/executor/monitor/streaming_stats.rs
